Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
391: defectors,1,276,537,758,910,1007,1090,1170,1251,1331,1416,1599,1873,2180,2530,2926,3359,3813,4293,4820,5382,5953,6530,7111,7697,8295,8907,9530,10157,10790,11431,12082,12736,13390,14044,14696
392: defectors,1,261,455,565,648,724,799,875,953,1032,1119,1316,1600,1919,2283,2694,3142,3612,4109,4653,5229,5814,6403,6995,7594,8204,8826,9459,10096,10737,11387,12045,12706,13367,14027,14686
393: defectors,1,96,194,294,396,497,597,696,794,890,983,1074,1164,1254,1344,1441,1548,1662,1784,1915,2054,2198,2346,2498,2655,2818,2989,3168,3352,3543,3742,3950,4166,4390,4621,4860
394: defectors,1,96,192,289,384,479,572,664,752,839,924,1010,1096,1184,1273,1372,1481,1597,1722,1856,1999,2146,2298,2455,2618,2787,2963,3146,3336,3532,3736,3950,4172,4403,4641,4887
395: defectors,1,96,194,294,396,497,597,696,794,890,983,1077,1187,1311,1445,1591,1748,1913,2087,2276,2479,2693,2918,3153,3397,3651,3917,4194,4483,4785,5102,5435,5783,6144,6519,6908
396: defectors,1,96,192,289,384,479,572,664,752,839,924,1015,1128,1254,1389,1538,1698,1865,2043,2237,2446,2667,2899,3140,3391,3652,3924,4208,4505,4815,5140,5482,5838,6209,6593,6993
397: defectors,1,276,537,758,910,1007,1090,1170,1251,1331,1414,1498,1584,1672,1816,2033,2296,2577,2879,3201,3546,3908,4284,4672,5074,5492,5926,6376,6839,7318,7816,8335,8870,9417,9977,10549
398: defectors,1,261,455,565,648,724,799,875,953,1032,1113,1196,1281,1372,1528,1759,2031,2322,2632,2962,3317,3689,4074,4471,4881,5305,5746,6203,6674,7159,7664,8189,8730,9284,9851,10430
399: defectors,1,276,537,758,910,1007,1090,1170,1251,1331,1416,1600,1879,2196,2562,2981,3445,3937,4463,5045,5674,6322,6986,7663,8354,9068,9807,10571,11349,12145,12963,13804,14661,15529,16408,17297
400: defectors,1,261,455,565,648,724,799,875,953,1032,1119,1317,1606,1934,2312,2745,3223,3730,4271,4869,5511,6171,6846,7533,8236,8961,9711,10485,11273,12077,12903,13752,14616,15492,16379,17275
401: defectors,1,96,194,294,394,494,593,690,786,879,969,1057,1144,1230,1318,1405,1493,1582,1671,1761,1852,1944,2036,2130,2224,2320,2416,2513,2611,2710,2810,2912,3015,3119,3224,3331
402: defectors,1,96,192,288,383,477,569,658,745,829,912,995,1080,1164,1250,1336,1423,1510,1599,1689,1779,1871,1964,2057,2152,2248,2345,2444,2543,2644,2746,2850,2954,3060,3167,3276
403: defectors,1,96,194,294,394,494,593,690,786,879,969,1057,1144,1230,1318,1405,1493,1582,1671,1761,1852,1944,2036,2130,2224,2320,2416,2513,2611,2711,2811,2912,3015,3120,3225,3332
404: defectors,1,96,192,288,383,477,569,658,745,829,912,995,1080,1164,1250,1336,1423,1510,1599,1689,1779,1871,1964,2057,2152,2248,2345,2444,2544,2645,2747,2850,2955,3061,3169,3277
405: defectors,1,276,535,753,896,990,1071,1150,1228,1308,1388,1470,1553,1638,1723,1810,1898,1986,2076,2166,2258,2351,2444,2539,2634,2731,2828,2926,3026,3127,3229,3332,3436,3542,3649,3758
406: defectors,1,261,454,562,643,718,792,867,944,1021,1101,1182,1265,1348,1433,1520,1607,1695,1784,1875,1967,2060,2154,2249,2345,2443,2541,2640,2741,2842,2945,3050,3155,3262,3371,3480
407: defectors,1,276,535,753,896,990,1071,1150,1228,1308,1388,1470,1553,1638,1723,1826,1944,2055,2164,2283,2406,2515,2609,2704,2799,2895,2993,3091,3191,3291,3393,3497,3601,3707,3814,3922
408: defectors,1,261,454,562,643,718,792,867,944,1021,1101,1182,1265,1348,1435,1549,1677,1799,1916,2045,2177,2294,2392,2487,2583,2680,2779,2878,2978,3080,3183,3287,3393,3500,3608,3717
409: defectors,1,96,194,294,394,494,593,690,786,879,969,1057,1144,1230,1318,1405,1493,1582,1671,1761,1852,1944,2036,2130,2224,2320,2416,2513,2611,2710,2810,2912,3015,3119,3225,3332
410: defectors,1,96,192,288,383,477,569,658,745,829,912,995,1080,1164,1250,1336,1423,1510,1599,1689,1779,1871,1964,2057,2152,2248,2345,2444,2543,2644,2746,2850,2954,3060,3168,3276
411: defectors,1,96,194,294,394,494,593,690,786,879,969,1057,1144,1230,1318,1405,1493,1582,1671,1761,1852,1944,2036,2130,2224,2320,2416,2514,2612,2712,2813,2915,3019,3124,3231,3339
412: defectors,1,96,192,288,383,477,569,658,745,829,912,995,1080,1164,1250,1336,1423,1510,1599,1689,1779,1871,1964,2057,2152,2248,2346,2445,2545,2646,2749,2853,2958,3065,3173,3283
413: defectors,1,276,535,753,896,990,1071,1150,1228,1308,1388,1470,1553,1638,1723,1810,1898,1986,2076,2166,2258,2351,2444,2539,2634,2731,2828,2926,3026,3127,3229,3332,3437,3542,3650,3758
414: defectors,1,261,454,562,643,718,792,867,944,1021,1101,1182,1265,1348,1433,1520,1607,1695,1784,1875,1967,2060,2154,2249,2345,2442,2541,2640,2740,2842,2945,3050,3155,3262,3371,3480
415: defectors,1,276,535,753,896,990,1071,1150,1228,1308,1388,1470,1553,1638,1723,1826,1944,2055,2164,2283,2406,2515,2610,2704,2799,2896,2993,3092,3191,3292,3394,3498,3602,3708,3816,3924
416: defectors,1,261,454,562,643,718,792,867,944,1021,1101,1182,1265,1348,1435,1549,1677,1799,1917,2045,2178,2295,2393,2488,2584,2681,2780,2879,2979,3081,3184,3289,3394,3502,3610,3719
417: defectors,1,96,195,296,398,500,601,702,802,900,996,1105,1235,1379,1547,1740,1953,2185,2434,2705,2997,3306,3630,3970,4327,4700,5091,5501,5926,6369,6829,7309,7805,8319,8848,9395
418: defectors,1,96,193,290,387,483,578,672,763,852,942,1054,1193,1348,1526,1727,1946,2181,2435,2711,3007,3321,3650,3996,4359,4738,5136,5552,5985,6435,6902,7389,7893,8414,8951,9505
419: defectors,1,96,195,296,398,500,601,702,802,907,1031,1172,1341,1534,1760,2016,2297,2598,2918,3260,3625,4007,4407,4823,5256,5706,6176,6664,7169,7692,8234,8795,9374,9971,10585,11215
420: defectors,1,96,193,290,387,483,578,672,763,866,989,1135,1317,1525,1763,2030,2319,2626,2952,3300,3671,4060,4466,4888,5328,5787,6264,6760,7273,7804,8354,8923,9511,10116,10737,11376
421: defectors,1,276,535,749,885,979,1062,1145,1228,1314,1448,1724,2088,2546,3118,3793,4561,5393,6289,7258,8288,9355,10449,11564,12697,13845,15003,16169,17331,18489,19642,20787,21917,23029,24120,25188
422: defectors,1,261,453,561,644,721,799,878,960,1044,1190,1480,1863,2344,2938,3635,4424,5275,6190,7176,8222,9304,10412,11539,12682,13840,15009,16185,17357,18524,19687,20840,21979,23099,24197,25272
423: defectors,1,276,535,749,885,979,1062,1145,1260,1512,1845,2323,2951,3708,4583,5565,6621,7721,8862,10052,11277,12514,13754,14990,16220,17441,18650,19842,21012,22157,23279,24375,25443,26482,27491,28470
424: defectors,1,261,453,561,644,721,799,878,1003,1268,1617,2120,2779,3567,4474,5483,6563,7685,8847,10054,11295,12546,13797,15043,16281,17510,18725,19925,21101,22252,23380,24482,25555,26597,27610,28593
425: defectors,1,96,195,296,398,500,601,702,802,900,996,1106,1240,1394,1578,1796,2042,2315,2617,2954,3329,3737,4179,4657,5175,5736,6347,7009,7725,8499,9340,10253,11241,12309,13465,14714
426: defectors,1,96,193,290,387,483,578,672,763,852,942,1055,1199,1364,1559,1785,2037,2315,2622,2965,3345,3760,4209,4696,5223,5796,6418,7094,7823,8613,9470,10400,11407,12495,13673,14947
427: defectors,1,96,195,296,398,500,601,702,802,907,1034,1184,1370,1589,1852,2158,2504,2885,3303,3768,4280,4838,5444,6100,6811,7585,8427,9345,10340,11423,12603,13890,15292,16819,18481,20294
428: defectors,1,96,193,290,387,483,578,672,763,866,993,1148,1348,1582,1858,2175,2529,2917,3343,3816,4337,4904,5520,6188,6913,7702,8561,9497,10513,11616,12819,14132,15561,17118,18814,20663
429: defectors,1,276,535,749,885,979,1062,1145,1228,1314,1448,1729,2107,2590,3200,3933,4783,5722,6756,7903,9155,10492,11905,13394,14960,16605,18331,20137,22016,23970,26011,28153,30350,30751,31059,31368
430: defectors,1,261,453,561,644,721,799,878,960,1044,1190,1485,1881,2384,3015,3768,4636,5593,6645,7808,9076,10427,11854,13355,14932,16589,18328,20148,22041,24011,26066,28224,30444,30862,31168,31476
431: defectors,1,276,535,749,885,979,1062,1145,1260,1515,1860,2362,3032,3854,4826,5943,7177,8502,9922,11454,13090,14808,16601,18468,20409,22427,24525,26717,28986,29589,29886,30186,30488,30792,31098,31407
432: defectors,1,261,453,561,644,721,799,878,1003,1271,1631,2155,2854,3706,4707,5850,7108,8455,9895,11446,13100,14834,16642,18522,20476,22507,24620,26827,29113,29699,29996,30295,30596,30899,31204,31510
433: defectors,1,96,195,295,396,497,597,696,794,889,981,1073,1166,1259,1365,1489,1623,1763,1909,2061,2216,2374,2534,2695,2858,3023,3190,3359,3529,3700,3871,4043,4213,4380,4540,4692
434: defectors,1,96,192,289,385,481,574,666,755,842,930,1019,1112,1211,1326,1457,1596,1740,1887,2039,2195,2354,2515,2678,2843,3010,3179,3349,3520,3693,3866,4039,4212,4381,4544,4699
435: defectors,1,96,195,295,396,497,597,696,794,889,981,1086,1210,1343,1487,1647,1817,1995,2182,2380,2587,2799,3014,3231,3450,3671,3894,4119,4342,4564,4784,5004,5220,5433,5642,5846
436: defectors,1,96,192,289,385,481,574,666,755,842,931,1039,1167,1307,1460,1627,1805,1988,2179,2381,2591,2805,3022,3242,3464,3689,3917,4146,4373,4599,4824,5047,5267,5482,5693,5900
437: defectors,1,276,534,743,873,964,1046,1127,1209,1293,1379,1467,1587,1791,2066,2377,2710,3058,3421,3807,4209,4617,5026,5432,5836,6237,6636,7029,7412,7784,8145,8494,8833,9159,9461,9726
438: defectors,1,261,452,558,639,716,793,871,951,1034,1119,1208,1344,1567,1854,2174,2516,2872,3242,3634,4043,4457,4871,5284,5693,6101,6505,6904,7293,7670,8037,8391,8734,9064,9371,9642
439: defectors,1,276,534,743,873,964,1046,1127,1209,1293,1449,1722,2061,2454,2911,3440,4018,4608,5210,5842,6497,7154,7805,8444,9070,9684,10285,10870,11436,11987,12520,13027,13499,13938,14344,14720
440: defectors,1,261,452,558,639,716,793,871,951,1035,1207,1493,1848,2260,2737,3289,3879,4481,5094,5738,6405,7073,7732,8380,9015,9638,10248,10841,11413,11968,12508,13022,13500,13944,14355,14735
441: defectors,1,96,195,295,396,497,597,696,794,889,981,1073,1166,1259,1366,1491,1629,1774,1928,2090,2258,2430,2605,2783,2963,3147,3334,3523,3713,3904,4096,4287,4475,4656,4829,4991
442: defectors,1,96,192,289,385,481,574,666,755,842,930,1019,1112,1211,1326,1459,1604,1754,1909,2071,2240,2414,2592,2774,2958,3146,3337,3529,3722,3914,4108,4302,4494,4679,4855,5020
443: defectors,1,96,195,295,396,497,597,696,794,889,981,1087,1214,1354,1510,1686,1878,2081,2297,2531,2779,3035,3299,3569,3845,4129,4418,4713,5009,5305,5602,5898,6190,6474,6749,7012
444: defectors,1,96,192,289,385,481,574,666,755,842,931,1039,1171,1320,1484,1668,1868,2078,2299,2537,2788,3048,3316,3590,3872,4160,4455,4755,5058,5361,5665,5967,6265,6555,6834,7101
445: defectors,1,276,534,743,873,964,1046,1127,1209,1293,1379,1467,1587,1792,2071,2390,2736,3100,3484,3895,4329,4773,5219,5667,6114,6561,7006,7448,7878,8293,8694,9079,9449,9799,10114,10381
446: defectors,1,261,452,558,639,716,793,871,951,1034,1119,1208,1344,1568,1860,2188,2542,2914,3304,3722,4162,4611,5063,5516,5969,6422,6873,7321,7757,8179,8587,8978,9353,9708,10030,10304
447: defectors,1,276,534,743,873,964,1046,1127,1209,1293,1449,1727,2078,2490,2976,3545,4174,4825,5500,6218,6975,7744,8517,9286,10049,10808,11558,12296,13017,13721,14403,15055,15665,16229,16743,17208
448: defectors,1,261,452,558,639,716,793,871,951,1035,1207,1498,1864,2294,2800,3390,4031,4692,5377,6108,6875,7655,8437,9215,9989,10757,11517,12264,12992,13703,14395,15054,15672,16244,16764,17234
449: defectors,1,97,195,296,398,500,602,703,803,902,999,1118,1256,1419,1612,1834,2083,2350,2637,2951,3289,3647,4026,4423,4840,5278,5736,6216,6715,7233,7771,8330,8908,9504,10116,10746
450: defectors,1,96,193,290,387,483,579,672,764,854,948,1073,1225,1400,1603,1830,2081,2354,2648,2968,3312,3678,4063,4468,4893,5339,5806,6294,6802,7329,7876,8444,9030,9634,10255,10893
451: defectors,1,97,195,296,398,500,602,703,803,914,1042,1193,1376,1594,1847,2135,2451,2785,3142,3524,3932,4360,4809,5277,5764,6272,6800,7350,7918,8505,9112,9738,10383,11045,11723,12417
452: defectors,1,96,193,290,387,483,579,672,765,875,1004,1164,1365,1599,1865,2160,2480,2822,3186,3576,3991,4428,4884,5360,5856,6373,6910,7469,8046,8642,9258,9894,10547,11217,11904,12606
453: defectors,1,276,535,748,884,978,1062,1145,1229,1315,1510,1826,2261,2820,3495,4294,5181,6124,7121,8176,9274,10389,11511,12632,13748,14857,15955,17040,18104,19146,20169,21170,22147,23097,24020,24916
454: defectors,1,261,453,561,644,721,800,879,962,1051,1266,1602,2064,2651,3355,4181,5093,6060,7078,8152,9267,10397,11530,12661,13786,14903,16009,17101,18172,19221,20249,21256,22237,23191,24118,25018
455: defectors,1,276,535,748,884,978,1062,1145,1293,1571,1948,2494,3213,4061,5025,6087,7209,8362,9539,10746,11968,13182,14378,15552,16702,17827,18925,19995,21033,22038,23014,23962,24879,25763,26617,27439
456: defectors,1,261,453,561,644,721,800,879,1043,1337,1736,2315,3071,3957,4954,6045,7193,8368,9566,10790,12025,13250,14455,15635,16790,17919,19021,20095,21136,22144,23123,24074,24993,25879,26735,27559
457: defectors,1,97,195,296,398,500,602,703,803,902,999,1120,1265,1442,1658,1913,2206,2529,2888,3291,3740,4233,4770,5354,5989,6681,7432,8248,9129,10078,11102,12205,13385,14643,15980,17394
458: defectors,1,96,193,290,387,483,579,672,764,854,948,1076,1235,1426,1652,1912,2208,2538,2905,3316,3775,4278,4826,5423,6072,6779,7548,8382,9281,10251,11296,12420,13623,14905,16265,17704
459: defectors,1,97,195,296,398,500,602,703,803,914,1047,1209,1413,1663,1963,2312,2708,3141,3620,4153,4744,5390,6093,6856,7685,8586,9563,10623,11763,12990,14310,15724,17231,18828,20513,22282
460: defectors,1,96,193,290,387,483,579,672,765,876,1010,1183,1405,1671,1984,2341,2742,3185,3674,4218,4821,5479,6196,6976,7823,8743,9742,10823,11987,13238,14582,16022,17555,19179,20891,22684
461: defectors,1,276,535,748,884,978,1062,1145,1229,1315,1511,1836,2291,2884,3610,4485,5476,6553,7717,8980,10326,11730,13176,14658,16170,17706,19264,20836,22406,23972,25530,27068,28576,30055,30888,31196
462: defectors,1,261,453,561,644,721,800,879,962,1051,1267,1611,2092,2711,3465,4366,5382,6483,7669,8952,10317,11737,13197,14692,16214,17763,19332,20914,22495,24071,25638,27185,28700,30187,31003,31310
463: defectors,1,276,535,748,884,978,1062,1145,1293,1577,1969,2545,3315,4243,5321,6538,7860,9256,10725,12275,13890,15544,17222,18913,20613,22317,24018,25706,27362,28992,29746,30039,30322,30606,30892,31181
464: defectors,1,261,453,561,644,721,800,879,1044,1343,1755,2362,3169,4132,5242,6489,7838,9259,10750,12320,13953,15621,17311,19012,20720,22432,24142,25836,27499,29136,29858,30151,30433,30717,31002,31291
465: defectors,1,96,195,295,396,497,597,696,793,888,980,1072,1164,1256,1351,1457,1572,1690,1811,1939,2072,2205,2334,2459,2580,2697,2810,2925,3040,3156,3273,3390,3508,3627,3747,3867
466: defectors,1,96,192,289,385,481,574,666,755,842,929,1018,1108,1203,1304,1417,1539,1665,1793,1925,2061,2195,2326,2453,2576,2694,2809,2923,3037,3152,3269,3386,3504,3622,3741,3861
467: defectors,1,96,195,295,396,497,597,696,793,888,980,1081,1200,1328,1463,1609,1761,1918,2078,2244,2416,2588,2759,2928,3095,3260,3423,3584,3743,3898,4049,4191,4324,4446,4566,4686
468: defectors,1,96,192,289,385,481,574,666,755,842,929,1032,1155,1287,1430,1583,1743,1907,2073,2245,2419,2593,2765,2936,3104,3271,3436,3598,3758,3914,4066,4211,4345,4468,4587,4707
469: defectors,1,276,534,743,873,964,1046,1127,1209,1292,1378,1466,1559,1707,1923,2192,2479,2770,3065,3371,3680,3980,4267,4534,4770,4976,5151,5291,5404,5518,5633,5749,5867,5984,6103,6222
470: defectors,1,261,452,558,639,716,793,871,951,1034,1118,1206,1309,1477,1712,1994,2293,2594,2898,3209,3523,3829,4120,4393,4637,4850,5031,5177,5291,5405,5520,5636,5753,5871,5990,6109
471: defectors,1,276,534,743,873,964,1046,1127,1209,1292,1427,1683,1996,2351,2747,3185,3647,4110,4574,5049,5524,5983,6419,6831,7219,7589,7940,8272,8583,8878,9150,9386,9573,9709,9826,9944
472: defectors,1,261,452,558,639,716,793,871,951,1034,1185,1456,1786,2158,2573,3031,3510,3988,4465,4950,5435,5901,6343,6760,7154,7528,7884,8219,8533,8831,9106,9347,9538,9676,9794,9912
473: defectors,1,96,195,295,396,497,597,696,793,888,980,1072,1164,1256,1351,1457,1573,1692,1815,1946,2082,2218,2350,2477,2601,2721,2837,2954,3071,3189,3308,3427,3547,3668,3790,3912
474: defectors,1,96,192,289,385,481,574,666,755,842,929,1018,1108,1203,1304,1418,1541,1668,1798,1934,2074,2212,2347,2477,2603,2725,2843,2958,3074,3191,3309,3427,3547,3667,3787,3909
475: defectors,1,96,195,295,396,497,597,696,793,888,980,1081,1203,1335,1479,1637,1805,1979,2158,2347,2543,2742,2938,3133,3326,3516,3702,3883,4060,4230,4391,4541,4678,4804,4927,5050
476: defectors,1,96,192,289,385,481,574,666,755,842,929,1032,1158,1296,1448,1614,1789,1971,2158,2352,2552,2754,2953,3151,3347,3540,3730,3913,4092,4264,4428,4580,4719,4846,4968,5090
477: defectors,1,276,534,743,873,964,1046,1127,1209,1292,1378,1466,1559,1707,1924,2196,2489,2787,3090,3406,3725,4036,4330,4603,4842,5049,5223,5364,5477,5592,5708,5824,5942,6060,6179,6299
478: defectors,1,261,452,558,639,716,793,871,951,1034,1118,1206,1309,1477,1715,2001,2306,2614,2925,3247,3571,3887,4187,4466,4714,4928,5109,5255,5370,5485,5601,5717,5835,5953,6072,6192
479: defectors,1,276,534,743,873,964,1046,1127,1209,1292,1427,1687,2009,2378,2796,3264,3761,4265,4774,5299,5831,6346,6838,7302,7741,8157,8550,8915,9254,9566,9844,10077,10256,10387,10505,10624
480: defectors,1,261,452,558,639,716,793,871,951,1034,1185,1459,1798,2185,2621,3107,3622,4141,4662,5199,5739,6262,6760,7231,7675,8096,8495,8864,9206,9523,9806,10044,10227,10361,10479,10597
481: defectors,1,97,196,297,400,503,607,710,812,929,1070,1262,1508,1790,2109,2465,2855,3277,3732,4224,4752,5312,5903,6524,7176,7861,8577,9325,10103,10910,11748,12616,13512,14435,15384,16358
482: defectors,1,96,193,291,389,488,585,681,776,897,1054,1259,1506,1790,2113,2475,2874,3305,3769,4271,4808,5378,5979,6611,7275,7970,8698,9457,10246,11064,11912,12791,13698,14631,15590,16573
483: defectors,1,97,196,297,400,503,607,710,833,978,1161,1408,1716,2062,2446,2869,3327,3817,4342,4903,5501,6131,6792,7484,8207,8961,9748,10566,11413,12289,13194,14130,15092,16081,17094,18132
484: defectors,1,96,193,291,389,488,585,683,806,959,1163,1428,1739,2090,2479,2910,3378,3879,4413,4985,5593,6234,6906,7610,8344,9110,9908,10738,11596,12483,13399,14345,15318,16317,17339,18386
485: defectors,1,276,533,739,864,956,1041,1127,1284,1591,2054,2747,3668,4753,5982,7331,8757,10225,11721,13243,14770,16277,17750,19182,20570,21911,23203,24444,25631,26764,27845,28877,29858,30771,31296,31645
486: defectors,1,261,451,557,641,720,801,884,1055,1383,1876,2600,3554,4672,5933,7311,8763,10252,11767,13305,14843,16359,17840,19279,20674,22021,23318,24564,25754,26890,27973,29006,29989,30894,31396,31741
487: defectors,1,276,533,739,864,956,1041,1228,1570,2101,2852,3855,5060,6398,7846,9377,10949,12528,14102,15669,17211,18707,20148,21529,22850,24112,25314,26458,27543,28570,29544,30303,30683,31011,31332,31653
488: defectors,1,261,451,557,641,720,801,1004,1368,1935,2729,3769,5011,6384,7864,9423,11019,12617,14206,15784,17333,18833,20277,21662,22985,24249,25454,26599,27684,28711,29685,30415,30786,31111,31429,31748
489: defectors,1,97,196,297,400,503,607,710,812,930,1078,1287,1566,1897,2285,2737,3254,3837,4496,5245,6091,7038,8095,9273,10585,12048,13675,15483,17481,19688,22119,24790,27703,29478,29856,30228
490: defectors,1,96,193,291,389,488,585,681,776,898,1063,1286,1566,1898,2290,2750,3277,3872,4543,5306,6168,7134,8212,9414,10753,12243,13901,15742,17777,20022,22495,25210,28168,29786,30087,30437
491: defectors,1,97,196,297,400,503,607,710,835,988,1189,1472,1836,2263,2757,3328,3977,4708,5533,6470,7526,8710,10033,11510,13158,14996,17044,19318,21832,24602,27645,28761,29150,29532,29909,30279
492: defectors,1,96,193,291,389,488,585,683,809,970,1194,1495,1862,2293,2793,3373,4036,4782,5623,6576,7653,8860,10211,11717,13398,15271,17356,19672,22231,25050,28143,29070,29394,29757,30116,30472
493: defectors,1,276,533,739,864,956,1041,1127,1284,1598,2081,2816,3814,5020,6428,8028,9785,11668,13673,15805,18047,20366,22747,25180,27657,28706,29009,29315,29623,29933,30245,30559,30875,31193,31513,31836
494: defectors,1,261,451,557,641,720,801,884,1056,1390,1902,2665,3694,4932,6372,8002,9788,11696,13723,15874,18133,20468,22866,25315,27807,28818,29120,29424,29730,30038,30348,30660,30973,31288,31606,31926
495: defectors,1,276,533,739,864,956,1041,1229,1581,2137,2937,4029,5382,6937,8686,10616,12691,14876,17167,19566,22055,24603,27193,28113,28413,28714,29018,29324,29632,29942,30255,30569,30887,31208,31529,31853
