Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
1105: defectors,1,101,203,308,414,522,632,742,854,968,1082,1222,1433,1708,2032,2402,2826,3316,3891,4583,5427,6477,7834,9717,11689,13796,16067,18533,21233,24235,27640,31613,36448,42778,57975,62477
1106: defectors,1,100,201,304,408,513,620,727,837,947,1095,1332,1619,1945,2325,2781,3323,3969,4750,5722,6962,8612,10436,12302,14292,16427,18729,21232,23981,27046,30539,34640,39690,46467,62033,62528
1107: defectors,1,101,203,308,414,522,632,742,854,978,1125,1307,1571,1916,2331,2807,3351,3971,4688,5535,6551,7793,9370,11528,13685,15988,18460,21134,24056,27297,30972,35270,40547,47650,62033,62528
1108: defectors,1,100,201,304,408,513,620,727,840,980,1173,1462,1827,2250,2745,3327,4007,4803,5749,6904,8352,10249,12263,14316,16500,18833,21342,24064,27046,30370,34164,38650,44272,54518,62032,62527
1109: defectors,1,280,550,797,1013,1198,1358,1694,2603,4190,6520,9636,13226,17029,21016,25152,29385,33689,38092,42675,47645,53976,56363,56816,57272,57732,58196,58664,59135,59610,60088,60570,61056,61545,62037,62532
1110: defectors,1,270,505,704,872,1018,1262,2013,3387,5483,8223,11412,14938,18678,22598,26667,30838,35088,39455,44044,49144,55909,56359,56812,57268,57728,58192,58660,59131,59606,60084,60566,61052,61541,62033,62528
1111: defectors,1,280,550,797,1013,1198,1467,2141,3600,5855,8859,12633,16760,21020,25385,29828,34313,38843,43501,48572,55481,55927,56376,56829,57285,57746,58209,58677,59148,59623,60102,60584,61069,61558,62050,62545
1112: defectors,1,270,505,704,872,1058,1635,2898,4956,7752,11155,14913,18928,23082,27344,31689,36090,40563,45233,50551,55459,55905,56354,56807,57264,57724,58188,58655,59126,59601,60080,60562,61048,61537,62029,62524
1113: defectors,1,101,203,308,414,522,632,742,854,968,1082,1223,1448,1760,2157,2661,3331,4277,5794,7815,10143,12844,15998,19733,24245,29871,37303,48722,59124,59599,60077,60559,61045,61534,62026,62521
1114: defectors,1,100,201,304,408,513,620,727,837,947,1096,1346,1673,2090,2659,3499,4867,6663,8638,10921,13571,16657,20294,24658,30051,37080,47571,58714,59185,59660,60139,60621,61106,61595,62087,62583
1115: defectors,1,101,203,308,414,522,632,742,854,978,1129,1329,1634,2055,2598,3294,4213,5493,7515,10051,12896,16230,20174,24930,30847,38669,51078,58659,59130,59605,60084,60566,61051,61540,62032,62527
1116: defectors,1,100,201,304,408,513,620,727,840,982,1186,1514,1959,2535,3315,4437,6225,8449,10853,13653,16930,20798,25439,31177,38692,50390,58186,58654,59125,59600,60078,60560,61046,61535,62027,62522
1117: defectors,1,280,550,797,1013,1198,1358,1698,2662,4528,7571,11224,15475,20283,25730,31992,39479,50286,54580,55019,55461,55907,56356,56809,57266,57726,58190,58657,59128,59603,60082,60564,61049,61538,62030,62525
1118: defectors,1,270,505,704,872,1018,1263,2066,3731,6299,9373,13065,17369,22249,27810,34276,42264,54146,54582,55020,55463,55908,56358,56811,57267,57727,58191,58659,59130,59605,60083,60565,61051,61540,62032,62527
1119: defectors,1,280,550,797,1013,1198,1468,2167,3753,6474,10470,14976,20133,25930,32551,40514,53074,54141,54576,55015,55457,55903,56352,56805,57262,57722,58186,58653,59125,59600,60078,60560,61046,61535,62027,62522
1120: defectors,1,270,505,704,872,1058,1646,3021,5541,8951,12874,17448,22692,28629,35523,44243,53717,54148,54584,55022,55465,55910,56360,56813,57269,57729,58193,58661,59132,59607,60085,60567,61053,61542,62034,62529
1121: defectors,1,101,204,310,419,530,643,758,896,1096,1424,1858,2390,3031,3806,4740,5858,7193,8796,10741,13124,16081,19862,23770,27653,31931,36725,42291,49349,59599,60078,60561,61048,61538,62033,62531
1122: defectors,1,100,202,306,412,521,631,747,936,1245,1635,2130,2750,3508,4435,5562,6924,8568,10568,13035,16134,19728,23100,26786,30836,35351,40532,46876,56949,59599,60078,60561,61048,61538,62033,62532
1123: defectors,1,101,204,310,419,530,643,778,944,1193,1588,2101,2723,3465,4352,5412,6672,8168,9955,12115,14757,18045,22287,26360,30522,35175,40502,47013,57529,59599,60078,60561,61048,61538,62033,62531
1124: defectors,1,100,202,306,412,521,635,781,1009,1385,1857,2445,3170,4046,5103,6377,7907,9741,11964,14702,18153,21943,25579,29558,33963,38956,44915,53277,59124,59599,60078,60561,61048,61538,62033,62532
1125: defectors,1,280,550,796,1011,1196,1634,2924,5289,8738,13280,18841,24826,31206,38054,45835,53711,54143,54578,55017,55459,55905,56354,56807,57264,57724,58188,58656,59127,59602,60082,60564,61051,61542,62036,62535
1126: defectors,1,270,505,705,875,1140,2073,3975,6968,11019,15887,21305,27215,33549,40443,48763,53709,54140,54576,55014,55457,55902,56352,56805,57261,57722,58185,58653,59125,59600,60079,60562,61048,61539,62034,62532
1127: defectors,1,280,550,796,1011,1304,2080,3944,6927,11007,16188,22280,28668,35408,42739,52665,53711,54142,54578,55016,55458,55904,56354,56807,57263,57723,58187,58655,59126,59602,60081,60564,61050,61541,62036,62534
1128: defectors,1,270,505,705,887,1442,2914,5474,9134,13855,19274,25141,31429,38142,45736,53284,53712,54144,54579,55018,55460,55906,56355,56808,57265,57725,58189,58657,59128,59603,60082,60565,61052,61542,62037,62536
1129: defectors,1,101,204,310,419,530,643,758,897,1109,1474,1996,2701,3652,4969,6856,9691,14368,20188,27077,37122,55904,56353,56806,57263,57723,58187,58655,59126,59601,60080,60563,61050,61540,62035,62534
1130: defectors,1,100,202,306,412,521,631,747,940,1270,1722,2358,3260,4546,6459,9513,13708,18317,24327,32657,46713,55903,56352,56805,57262,57722,58186,58654,59125,59600,60079,60562,61049,61540,62034,62533
1131: defectors,1,101,204,310,419,530,643,780,956,1236,1700,2352,3231,4418,6068,8449,12080,18309,25492,34810,52732,55925,56374,56827,57284,57744,58208,58676,59147,59622,60101,60584,61071,61562,62056,62555
1132: defectors,1,100,202,306,412,521,636,784,1028,1450,2026,2826,3954,5560,7957,11834,17244,23040,30924,43433,55457,55903,56352,56805,57262,57722,58186,58654,59125,59600,60079,60562,61049,61540,62034,62533
1133: defectors,1,280,550,796,1011,1196,1639,3001,5679,10186,16188,23414,32627,46642,52860,53284,53713,54145,54580,55019,55461,55907,56356,56809,57265,57726,58190,58657,59129,59604,60083,60566,61053,61543,62038,62536
1134: defectors,1,270,505,705,875,1141,2104,4228,8020,12894,18903,26439,36375,52438,52859,53284,53713,54144,54580,55018,55461,55906,56356,56809,57265,57725,58189,58657,59129,59604,60083,60566,61052,61543,62038,62536
1135: defectors,1,280,550,796,1011,1305,2107,4120,7638,13339,20256,28759,40309,52434,52855,53280,53708,54140,54575,55014,55456,55902,56351,56804,57261,57721,58185,58653,59124,59599,60078,60561,61048,61539,62033,62532
1136: defectors,1,270,505,705,887,1449,2998,5938,10765,16580,23703,32794,46690,52439,52861,53286,53714,54146,54581,55020,55462,55908,56357,56810,57267,57727,58191,58658,59130,59605,60084,60567,61054,61544,62039,62538
1137: defectors,1,101,204,309,417,527,638,752,867,1007,1235,1565,1962,2439,3020,3733,4610,5699,7088,8938,11578,14433,17605,21134,25110,29685,35129,42052,52790,59599,60077,60559,61045,61534,62026,62521
1138: defectors,1,100,202,305,411,518,627,738,871,1106,1408,1778,2245,2824,3545,4451,5594,7062,9028,11680,14393,17372,20669,24360,28561,33478,39523,47886,59124,59599,60077,60559,61045,61534,62026,62521
1139: defectors,1,101,204,309,417,527,638,753,893,1067,1344,1748,2235,2815,3511,4353,5376,6632,8217,10307,13277,16366,19784,23595,27908,32924,39039,47381,59124,59599,60077,60559,61045,61534,62026,62521
1140: defectors,1,100,202,305,411,518,627,747,916,1196,1568,2031,2604,3302,4157,5213,6529,8199,10415,13230,16157,19370,22931,26930,31519,36986,44017,55997,59124,59598,60077,60559,61045,61534,62026,62521
1141: defectors,1,280,549,793,1004,1186,1491,2515,4540,7687,12011,17108,22752,28885,35602,43310,53708,54140,54575,55014,55456,55902,56352,56804,57261,57721,58185,58653,59124,59599,60077,60559,61045,61534,62026,62521
1142: defectors,1,270,504,703,871,1057,1808,3399,6092,9858,14308,19368,24983,31111,37900,45981,53709,54141,54576,55015,55457,55903,56352,56805,57261,57722,58185,58653,59124,59599,60078,60560,61045,61534,62026,62521
1143: defectors,1,280,549,793,1004,1221,1830,3395,6074,9901,14921,20569,26696,33281,40562,49801,53709,54140,54575,55014,55456,55902,56352,56804,57261,57721,58185,58653,59124,59599,60077,60559,61045,61534,62026,62521
1144: defectors,1,270,504,703,871,1299,2522,4793,8190,12653,17697,23277,29355,35949,43460,53280,53709,54140,54576,55014,55457,55902,56352,56805,57261,57721,58185,58653,59124,59599,60077,60559,61045,61534,62026,62521
1145: defectors,1,101,204,309,417,527,638,752,867,1008,1251,1630,2134,2822,3812,5365,8243,11495,15633,21024,28489,40506,56358,56811,57268,57728,58192,58660,59131,59606,60084,60566,61052,61541,62033,62528
1146: defectors,1,100,202,305,411,518,627,738,871,1114,1451,1917,2601,3638,5398,7885,10920,14691,19510,25993,35674,55902,56351,56804,57260,57721,58185,58652,59123,59598,60077,60559,61044,61533,62025,62520
1147: defectors,1,101,204,309,417,527,638,753,895,1083,1399,1888,2543,3432,4704,6689,10394,14373,19474,26372,36827,55927,56377,56830,57286,57746,58210,58678,59149,59624,60102,60584,61070,61559,62051,62546
1148: defectors,1,100,202,305,411,518,627,748,922,1229,1668,2281,3164,4486,6704,9707,13320,17888,23894,32469,48457,55927,56377,56830,57286,57746,58210,58678,59149,59624,60102,60584,61070,61559,62051,62546
1149: defectors,1,280,549,793,1004,1186,1493,2576,4949,9031,14263,20773,29035,40676,52856,53281,53710,54141,54577,55015,55458,55903,56353,56806,57262,57722,58186,58654,59125,59600,60078,60560,61046,61535,62027,62522
1150: defectors,1,270,504,703,871,1057,1843,3716,7077,11444,16858,23658,32512,46529,52856,53281,53709,54141,54576,55015,55457,55903,56353,56805,57262,57722,58186,58654,59125,59600,60078,60560,61046,61535,62027,62522
1151: defectors,1,280,549,793,1004,1221,1848,3537,6767,11881,18118,25879,36146,52433,52855,53280,53708,54140,54575,55014,55456,55902,56351,56804,57261,57721,58185,58652,59124,59598,60077,60559,61045,61534,62026,62521
1152: defectors,1,270,504,703,871,1303,2603,5306,9571,14882,21394,29655,41407,52436,52857,53282,53710,54142,54577,55016,55458,55904,56353,56806,57263,57723,58187,58654,59126,59601,60079,60561,61047,61536,62028,62523
1153: defectors,1,84,170,258,347,438,529,622,716,810,906,1002,1099,1197,1295,1394,1493,1593,1694,1796,1906,2044,2207,2387,2582,2797,3044,3325,3644,4005,4407,4856,5349,5888,6476,7118
1154: defectors,1,84,168,254,340,428,517,607,697,789,881,975,1070,1165,1260,1357,1455,1553,1652,1764,1913,2088,2284,2501,2743,3016,3329,3684,4069,4497,4975,5509,6098,6744,7452,8228
1155: defectors,1,84,170,258,347,438,529,622,716,810,906,1002,1099,1197,1295,1394,1494,1613,1759,1928,2118,2329,2563,2827,3126,3459,3843,4277,4759,5293,5884,6530,7230,7985,8801,9683
1156: defectors,1,84,168,254,340,428,517,607,697,789,881,975,1070,1165,1260,1359,1484,1635,1805,1998,2219,2471,2766,3095,3465,3885,4358,4882,5453,6077,6761,7510,8325,9212,10175,11223
1157: defectors,1,264,516,744,938,1101,1239,1358,1464,1561,1653,1744,1835,2108,2603,3216,3937,4752,5689,6816,8084,9494,11029,12689,14481,16416,18497,20723,23079,25572,28219,31029,33994,37122,40432,43962
1158: defectors,1,254,471,652,801,927,1034,1130,1219,1306,1390,1476,1580,1900,2410,3035,3766,4588,5532,6666,7940,9355,10894,12554,14342,16268,18339,20553,22897,25379,28013,30807,33757,36869,40162,43674
1159: defectors,1,264,516,744,938,1101,1239,1358,1464,1561,1653,1891,2433,3142,4085,5269,6650,8178,9866,11757,13833,16044,18372,20814,23373,26056,28871,31823,34905,38135,41546,45191,49152,53656,59806,62539
1160: defectors,1,254,471,652,801,927,1034,1130,1219,1306,1390,1712,2293,3039,4017,5220,6617,8156,9851,11748,13826,16032,18350,20779,23323,25993,28797,31735,34804,38021,41421,45053,48998,53472,59483,62438
1161: defectors,1,84,170,258,347,438,529,622,716,810,906,1002,1099,1197,1295,1394,1493,1593,1694,1796,1906,2044,2210,2398,2604,2838,3117,3451,3847,4316,4868,5520,6291,7217,8362,9822
1162: defectors,1,84,168,254,340,428,517,607,697,789,881,975,1070,1165,1260,1357,1455,1553,1652,1764,1915,2094,2299,2530,2794,3106,3488,3953,4518,5227,6141,7035,7995,9037,10168,11398
1163: defectors,1,84,170,258,347,438,529,622,716,810,906,1002,1099,1197,1295,1394,1494,1613,1761,1937,2139,2368,2627,2927,3281,3694,4192,4787,5483,6301,7268,8413,9789,11489,13679,15533
1164: defectors,1,84,168,254,340,428,517,607,697,789,881,975,1070,1165,1260,1359,1484,1638,1814,2019,2259,2539,2875,3266,3725,4274,4937,5736,6709,7923,9334,10664,12121,13712,15455,17372
1165: defectors,1,264,516,744,938,1101,1239,1358,1464,1561,1653,1744,1835,2109,2610,3239,3989,4850,5864,7118,8583,10264,12147,14245,16568,19135,21990,25185,28763,32834,37600,43469,51720,61549,62044,62543
1166: defectors,1,254,471,652,801,927,1034,1130,1219,1306,1390,1476,1580,1901,2417,3058,3817,4683,5700,6954,8401,10039,11860,13875,16112,18603,21385,24501,27989,31949,36561,42171,49730,61539,62034,62532
1167: defectors,1,264,516,744,938,1101,1239,1358,1464,1561,1653,1892,2443,3173,4160,5427,6955,8706,10710,13037,15677,18594,21795,25298,29195,33623,38823,45391,56337,59617,60096,60579,61066,61557,62051,62550
1168: defectors,1,254,471,652,801,927,1034,1130,1219,1306,1390,1714,2304,3073,4095,5381,6919,8673,10675,12972,15552,18385,21497,24929,28756,33106,38199,44566,54483,59606,60085,60567,61054,61545,62039,62538
1169: defectors,1,84,169,257,346,436,526,618,710,803,896,991,1086,1181,1277,1374,1472,1570,1669,1771,1874,1989,2132,2296,2530,2862,3441,4465,5702,7183,8995,11259,14171,18092,23824,34876
1170: defectors,1,84,168,253,339,427,514,603,692,782,873,965,1058,1151,1245,1340,1437,1534,1633,1745,1881,2030,2233,2508,2928,3649,4547,5603,6850,8347,10177,12462,15399,19354,25138,36239
1171: defectors,1,84,169,257,346,436,526,618,710,803,896,991,1086,1181,1277,1374,1472,1570,1669,1771,1875,2011,2218,2478,2810,3291,4067,5299,6732,8413,10429,12905,16037,20196,26202,39161
1172: defectors,1,84,168,253,339,427,514,603,692,782,873,965,1058,1151,1245,1340,1437,1534,1633,1754,1949,2191,2485,2888,3489,4412,5500,6751,8197,9897,11937,14439,17606,21811,27893,40860
1173: defectors,1,264,515,741,933,1093,1227,1342,1445,1540,1631,1722,1813,1931,2301,2858,3526,4301,5245,6446,7920,9676,11732,14124,16902,20125,23863,28196,33245,39214,46491,60562,61047,61536,62028,62522
1174: defectors,1,254,470,650,798,921,1027,1121,1209,1295,1380,1467,1558,1704,2103,2663,3333,4111,5058,6260,7734,9491,11548,13939,16715,19936,23672,28004,33052,39018,46282,60562,61047,61536,62028,62522
1175: defectors,1,264,515,741,933,1093,1227,1342,1445,1540,1631,1749,2183,2785,3589,4669,5947,7425,9135,11139,13436,16000,18845,22000,25508,29428,33830,38842,44687,51973,60080,60562,61047,61536,62028,62522
1176: defectors,1,254,470,650,798,921,1027,1121,1209,1295,1380,1545,2041,2680,3507,4597,5880,7364,9078,11084,13382,15948,18792,21946,25454,29372,33773,38785,44628,51903,60080,60562,61047,61536,62028,62522
1177: defectors,1,84,169,257,346,436,526,618,710,803,896,991,1086,1181,1277,1374,1472,1570,1669,1771,1874,2004,2210,2677,3441,4366,5494,6888,8635,10883,13880,18074,24411,35387,62039,62534
1178: defectors,1,84,168,253,339,427,514,603,692,782,873,965,1058,1151,1245,1340,1437,1534,1633,1752,1932,2293,2870,3545,4350,5321,6506,7971,9809,12178,15345,19796,26611,38686,62041,62535
1179: defectors,1,84,169,257,346,436,526,618,710,803,896,991,1086,1181,1277,1374,1472,1570,1669,1771,1880,2067,2397,3077,4080,5268,6695,8436,10599,13362,17037,22198,30140,45228,62052,62547
1180: defectors,1,84,168,253,339,427,514,603,692,782,873,965,1058,1151,1245,1340,1437,1534,1633,1792,2091,2635,3432,4350,5423,6694,8223,10092,12419,15404,19396,25067,33976,52266,62035,62529
1181: defectors,1,264,515,741,933,1093,1227,1342,1445,1540,1631,1722,1813,1933,2329,2913,3626,4470,5518,6853,8526,10561,13011,15962,19547,23968,29550,36939,48121,59647,60125,60607,61093,61581,62073,62568
1182: defectors,1,254,470,650,798,921,1027,1121,1209,1295,1380,1467,1555,1721,2144,2728,3439,4279,5321,6648,8314,10341,12780,15716,19283,23678,29221,36537,47496,59641,60119,60601,61087,61575,62067,62562
1183: defectors,1,264,515,741,933,1093,1227,1342,1445,1540,1631,1749,2188,2822,3701,4880,6302,7975,9946,12311,15108,18369,22185,26725,32292,39538,50856,58653,59124,59599,60077,60559,61045,61533,62025,62520
1184: defectors,1,254,470,650,798,921,1027,1121,1209,1295,1380,1549,2065,2738,3625,4805,6224,7892,9856,12213,15005,18258,22064,26590,32135,39341,50506,58653,59124,59599,60077,60559,61045,61533,62025,62520
1185: defectors,1,84,170,259,349,441,534,629,726,824,923,1024,1128,1232,1360,1531,1744,2033,2414,2896,3473,4148,4931,5836,6883,8098,9512,11168,13120,15340,17498,19822,22337,25067,28050,31339
1186: defectors,1,84,168,255,343,432,523,615,709,804,901,1000,1101,1211,1370,1595,1905,2289,2756,3326,4009,4811,5745,6830,8095,9576,11323,13206,15118,17175,19397,21804,24419,27272,30410,33904
1187: defectors,1,84,170,259,349,441,534,629,726,824,923,1024,1133,1282,1466,1706,2019,2427,2943,3569,4302,5145,6111,7218,8489,9957,11663,13664,16042,18499,20972,23648,26559,29747,33277,37266
1188: defectors,1,84,168,255,343,432,523,615,709,804,901,1000,1129,1298,1521,1842,2273,2795,3409,4138,4994,5984,7124,8441,9967,11753,13863,15968,18166,20533,23095,25883,28933,32302,36085,40442
1189: defectors,1,264,515,740,930,1090,1224,1342,1448,1549,1888,2690,4098,6080,8621,11705,15271,19288,23804,28914,34723,41471,50235,56805,57262,57722,58186,58653,59125,59600,60079,60562,61049,61539,62034,62533
1190: defectors,1,254,471,650,799,924,1032,1130,1223,1327,1787,2690,4185,6214,8773,11858,15425,19441,23955,29068,34883,41652,50497,56804,57261,57721,58185,58652,59124,59599,60078,60561,61048,61538,62033,62532
1191: defectors,1,264,515,740,930,1090,1224,1342,1448,1795,2574,4043,6276,9107,12502,16420,20813,25667,31062,37175,44400,55450,56355,56808,57264,57725,58189,58656,59128,59603,60082,60565,61052,61542,62037,62535
1192: defectors,1,254,471,650,799,924,1032,1130,1250,1754,2678,4306,6641,9517,12916,16836,21233,26093,31504,37650,44967,55904,56354,56807,57263,57724,58188,58655,59127,59602,60081,60564,61051,61541,62036,62534
1193: defectors,1,84,170,259,349,441,534,629,726,824,923,1024,1128,1232,1360,1538,1767,2093,2546,3160,3960,5003,6398,8348,11137,13759,16955,20895,25914,32743,43626,60565,61052,61543,62037,62536
1194: defectors,1,84,168,255,343,432,523,615,709,804,901,1000,1101,1211,1373,1610,1952,2402,2998,3813,4944,6558,8616,10711,13189,16154,19777,24340,30388,39367,60077,60584,61071,61562,62056,62555
1195: defectors,1,84,170,259,349,441,534,629,726,824,923,1024,1133,1285,1479,1743,2105,2602,3268,4142,5273,6758,8777,11707,15359,19066,23717,29862,38901,59599,60082,60565,61052,61542,62037,62536
1196: defectors,1,84,168,255,343,432,523,615,709,804,901,1000,1129,1305,1545,1904,2413,3072,3925,5073,6664,8970,11545,14321,17688,21853,27222,34694,47581,59599,60078,60561,61048,61538,62033,62532
1197: defectors,1,264,515,740,930,1090,1224,1342,1448,1549,1890,2720,4239,6483,9449,13145,17677,23241,30408,40912,55456,55902,56351,56804,57261,57721,58185,58653,59124,59599,60079,60561,61048,61539,62033,62532
1198: defectors,1,254,471,650,799,924,1032,1130,1223,1327,1791,2728,4337,6563,9461,13121,17621,23154,30290,40718,55458,55903,56353,56806,57262,57723,58187,58654,59126,59601,60080,60563,61049,61540,62035,62533
1199: defectors,1,264,515,740,930,1090,1224,1342,1448,1798,2599,4169,6701,10098,14234,19308,25590,33807,47207,55018,55460,55906,56355,56808,57265,57725,58189,58657,59128,59603,60082,60565,61052,61543,62037,62536
1200: defectors,1,254,471,650,799,924,1032,1130,1250,1759,2713,4464,7061,10351,14446,19510,25807,34083,47775,55018,55461,55906,56356,56809,57265,57725,58189,58657,59129,59604,60083,60566,61052,61543,62038,62536
1201: defectors,1,84,170,258,348,439,531,625,720,816,914,1013,1115,1218,1323,1433,1613,1869,2185,2624,3253,4157,5518,7421,9548,11992,14833,18177,22180,27110,33474,42515,58690,61537,62029,62523
1202: defectors,1,84,168,254,342,430,520,611,703,797,893,990,1090,1192,1312,1505,1760,2083,2528,3176,4123,5544,7236,9150,11338,13859,16794,20260,24431,29612,36419,46580,61048,61536,62028,62523
1203: defectors,1,84,170,258,348,439,531,625,720,816,914,1013,1115,1218,1338,1510,1758,2102,2543,3136,3938,5041,6646,8763,11114,13804,16915,20568,24943,30366,37507,48398,61047,61536,62028,62522
1204: defectors,1,84,168,254,342,430,520,611,703,797,893,990,1090,1199,1374,1638,1989,2442,3045,3871,5020,6689,8597,10735,13161,15944,19173,22981,27579,33359,41212,54830,61047,61536,62027,62522
1205: defectors,1,264,515,737,925,1081,1212,1327,1431,1530,1813,2611,4071,6149,8853,12210,16212,20873,26311,32742,40593,51592,56351,56804,57261,57721,58185,58652,59123,59598,60077,60559,61044,61533,62025,62519
1206: defectors,1,254,470,649,796,919,1025,1121,1214,1310,1728,2621,4121,6210,8920,12283,16288,20953,26395,32833,40699,51766,56351,56804,57261,57721,58185,58652,59123,59598,60077,60559,61044,61533,62025,62519
1207: defectors,1,264,515,737,925,1081,1212,1327,1431,1684,2399,3866,6169,9099,12657,16868,21728,27280,33707,41483,52645,55902,56351,56804,57261,57721,58185,58652,59123,59598,60077,60559,61044,61533,62025,62519
1208: defectors,1,254,470,649,796,919,1025,1121,1214,1643,2533,4152,6499,9446,13017,17241,22115,27686,34146,41997,53598,55902,56351,56804,57260,57721,58184,58652,59123,59598,60076,60558,61044,61533,62024,62519
1209: defectors,1,84,170,258,348,439,531,625,720,816,914,1013,1115,1218,1323,1434,1634,1954,2479,3601,5229,7250,9760,12954,17163,23036,32170,52846,59146,59621,60100,60582,61067,61556,62048,62542
1210: defectors,1,84,168,254,342,430,520,611,703,797,893,990,1090,1192,1313,1537,1887,2543,3704,5193,7020,9270,12089,15724,20621,27740,40127,58669,59141,59615,60094,60576,61061,61550,62042,62536
1211: defectors,1,84,170,258,348,439,531,625,720,816,914,1013,1115,1218,1338,1524,1823,2286,3036,4521,6492,8932,11988,15933,21271,29138,43614,58680,59152,59626,60105,60587,61072,61561,62053,62547
1212: defectors,1,84,168,254,342,430,520,611,703,797,893,990,1090,1199,1386,1711,2224,3131,4578,6386,8606,11357,14847,19445,25898,36265,58186,58653,59125,59599,60078,60560,61045,61534,62026,62520
1213: defectors,1,264,515,737,925,1081,1212,1327,1431,1530,1819,2719,4327,6616,9684,13686,18819,25510,35008,55013,55464,55910,56359,56812,57269,57729,58193,58660,59131,59606,60085,60567,61052,61541,62033,62527
1214: defectors,1,254,470,649,796,919,1025,1121,1214,1310,1780,2735,4348,6638,9706,13711,18845,25540,35047,55013,55464,55910,56359,56812,57269,57729,58193,58660,59131,59606,60085,60567,61052,61541,62033,62527
1215: defectors,1,264,515,737,925,1081,1212,1327,1431,1685,2437,4103,6655,9986,14242,19688,26774,36835,54576,55014,55456,55902,56352,56805,57261,57721,58185,58653,59124,59599,60077,60559,61044,61533,62025,62520
1216: defectors,1,254,470,649,796,919,1025,1121,1214,1655,2645,4399,6972,10325,14616,20115,27294,37593,54575,55014,55456,55902,56351,56804,57261,57721,58185,58652,59124,59598,60077,60559,61044,61533,62025,62519
1217: defectors,1,84,170,259,349,441,535,630,727,825,926,1028,1133,1252,1420,1657,2009,2473,3042,3740,4585,5589,6776,8175,9830,11798,14159,16689,19151,21749,24493,27389,30445,33671,37085,40721
1218: defectors,1,84,168,255,343,432,523,616,710,806,904,1005,1110,1262,1494,1845,2296,2854,3538,4377,5394,6605,8044,9754,11798,14014,16221,18559,21029,23638,26396,29312,32393,35652,39117,42825
1219: defectors,1,84,170,259,349,441,535,630,727,825,926,1028,1160,1332,1565,1901,2370,2960,3664,4507,5508,6681,8051,9653,11534,13761,16428,19127,21785,24583,27532,30643,33925,37397,41093,45066
1220: defectors,1,84,168,255,343,432,523,616,710,806,904,1010,1167,1378,1703,2171,2753,3449,4281,5280,6469,7869,9516,11460,13772,16182,18579,21111,23779,26591,29560,32697,36016,39541,43318,47417
1221: defectors,1,264,515,740,930,1089,1224,1342,1450,1631,2268,3598,5711,8420,11634,15262,19193,23327,27629,32094,36678,41344,46144,51342,57306,57766,58230,58698,59169,59645,60124,60607,61093,61584,62079,62577
1222: defectors,1,254,471,650,799,924,1032,1131,1226,1538,2310,3783,5988,8720,11924,15540,19454,23567,27851,32300,36869,41524,46320,51538,57202,57662,58126,58593,59065,59540,60019,60502,60989,61479,61974,62473
1223: defectors,1,264,515,740,930,1089,1224,1342,1483,2053,3233,5299,8141,11533,15341,19473,23817,28275,32823,37468,42197,47066,52493,56836,57293,57753,58217,58685,59156,59631,60110,60593,61080,61571,62065,62564
1224: defectors,1,254,471,650,799,924,1032,1131,1390,2127,3528,5756,8679,12063,15842,19944,24254,28681,33202,37822,42533,47401,52904,56808,57265,57725,58189,58657,59128,59603,60082,60565,61052,61543,62037,62536
1225: defectors,1,84,170,259,349,441,535,630,727,825,926,1028,1133,1252,1426,1684,2088,2655,3408,4437,5876,7957,11213,14226,17850,22185,27435,33941,42391,55622,60085,60568,61054,61545,62040,62538
1226: defectors,1,84,168,255,343,432,523,616,710,806,904,1005,1110,1264,1509,1900,2447,3196,4248,5800,8250,10647,13477,16811,20771,25533,31368,38771,49098,59604,60083,60565,61052,61543,62037,62536
1227: defectors,1,84,170,259,349,441,535,630,727,825,926,1028,1161,1342,1596,1984,2558,3330,4340,5702,7602,10366,14252,17985,22498,27981,34811,43816,59127,59603,60082,60564,61051,61542,62036,62535
1228: defectors,1,84,168,255,343,432,523,616,710,806,904,1010,1171,1395,1758,2311,3058,4060,5445,7473,10343,13239,16688,20791,25730,31797,39545,50662,59131,59607,60086,60568,61055,61546,62040,62539
1229: defectors,1,264,515,740,930,1089,1224,1342,1450,1632,2282,3700,6074,9197,12957,17413,22544,28385,35176,43590,55474,55920,56369,56822,57279,57739,58203,58671,59142,59617,60096,60579,61066,61557,62051,62550
1230: defectors,1,254,471,650,799,924,1032,1131,1226,1540,2333,3919,6320,9379,13116,17550,22666,28500,35295,43732,55476,55921,56371,56824,57280,57741,58205,58672,59144,59619,60098,60581,61067,61558,62053,62551
1231: defectors,1,264,515,740,930,1089,1224,1342,1483,2062,3299,5578,8945,12969,17653,23075,29275,36456,45479,55030,55472,55918,56368,56821,57277,57737,58201,58669,59140,59616,60095,60578,61064,61555,62050,62548
1232: defectors,1,254,471,650,799,924,1032,1131,1392,2143,3623,6090,9366,13321,17981,23390,29592,36802,45928,55036,55478,55924,56373,56826,57283,57743,58207,58675,59146,59621,60100,60583,61070,61561,62055,62554
1233: defectors,1,84,170,258,348,439,531,625,720,816,913,1012,1113,1215,1319,1425,1550,1747,2001,2314,2729,3296,4085,5242,6711,8278,9995,11894,14009,16396,19141,22377,26324,31413,38657,55254
